1779080599.043319 server started (1536774): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1779080599.043350 on Linux 6.17.0-23-generic #23-Ubuntu SMP PREEMPT_DYNAMIC Sat Apr 11 23:29:57 UTC 2026
1779080599.043363 using libevent 2.1.12-stable poll
1779080599.043367 using ncurses 6.5 20250216
1779080599.044711 cmd_parse_build_commands 0:0: bind
1779080599.044713 cmd_parse_build_commands 0:1: -N
1779080599.044715 cmd_parse_build_commands 0:2: Rename current session
1779080599.044717 cmd_parse_build_commands 0:3: $
1779080599.044719 cmd_parse_build_commands 0:4 0:0: command-prompt
1779080599.044721 cmd_parse_build_commands 0:4 0:1: -I#S
1779080599.044724 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1779080599.044726 cmd_parse_build_commands 0:4 0:2 0:1: --
1779080599.044728 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779080599.044731 cmd_parse_build_commands 0:0: command-prompt
1779080599.044739 cmd_parse_build_commands 0:1: -I#S
1779080599.044747 cmd_parse_build_commands 0:2 0:0: rename-session
1779080599.044749 cmd_parse_build_commands 0:2 0:1: --
1779080599.044751 cmd_parse_build_commands 0:2 0:2: %%
1779080599.044755 cmd_parse_build_commands 0:0: rename-session
1779080599.044757 cmd_parse_build_commands 0:1: --
1779080599.044759 cmd_parse_build_commands 0:2: %%
1779080599.044763 args_parse_flags: next --
1779080599.044766 args_parse: flags end at 2 of 3
1779080599.044768 args_parse: 2 = %% (type STRING)
1779080599.044772 cmd_parse_build_commands: rename-session "%%"
1779080599.044775 args_parse_flags: next -I#S
1779080599.044778 args_parse_flag_argument: -I = #S
1779080599.044780 args_parse: flags end at 2 of 3
1779080599.044783 args_parse: 2 = rename-session "%%" (type COMMANDS)
1779080599.044790 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1779080599.044792 args_parse_flags: next -N
1779080599.044795 args_parse_flag_argument: -N = Rename current session
1779080599.044797 args_parse_flags: next $
1779080599.044799 args_parse: flags end at 3 of 5
1779080599.044801 args_parse: 3 = $ (type STRING)
1779080599.044806 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1779080599.044815 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1779080599.044820 cmdq_get_command: [bind-key/0x733020e9ba00] group 58
1779080599.044822 cmdq_append <global>: [bind-key/0x733020e9ba00]
1779080599.044824 yylex_token: end at WS
1779080599.044826 yylex_token: bind
1779080599.044829 yylex_token: end at WS
1779080599.044835 yylex_token: -N
1779080599.044839 yylex_token: end at WS
1779080599.044841 yylex_token: Split window horizontally
1779080599.044843 yylex_get_word: %
1779080599.044846 yylex_token: end at WS
1779080599.044848 yylex_token: split-window
1779080599.044850 yylex_token: end at WS
1779080599.044852 yylex_token: -h
1779080599.044855 cmd_parse_build_commands 0:0: bind
1779080599.044857 cmd_parse_build_commands 0:1: -N
1779080599.044859 cmd_parse_build_commands 0:2: Split window horizontally
1779080599.044861 cmd_parse_build_commands 0:3: %
1779080599.044864 cmd_parse_build_commands 0:4 0:0: split-window
1779080599.044866 cmd_parse_build_commands 0:4 0:1: -h
1779080599.044869 cmd_parse_build_commands 0:0: split-window
1779080599.044871 cmd_parse_build_commands 0:1: -h
1779080599.044876 args_parse_flags: next -h
1779080599.044878 args_parse_flags: -h
1779080599.044880 args_parse: flags end at 2 of 2
1779080599.044884 cmd_parse_build_commands: split-window -h
1779080599.044886 args_parse_flags: next -N
1779080599.044888 args_parse_flag_argument: -N = Split window horizontally
1779080599.044891 args_parse_flags: next %
1779080599.044892 args_parse: flags end at 3 of 5
1779080599.044894 args_parse: 3 = % (type STRING)
1779080599.044898 args_parse: 4 = split-window -h (type COMMANDS)
1779080599.044905 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1779080599.044908 cmdq_get_command: [bind-key/0x733020e9bb00] group 70
1779080599.044910 cmdq_append <global>: [bind-key/0x733020e9bb00]
1779080599.044913 yylex_token: end at WS
1779080599.044915 yylex_token: bind
1779080599.044917 yylex_token: end at WS
1779080599.044919 yylex_token: -N
1779080599.044923 yylex_token: end at WS
1779080599.044925 yylex_token: Kill current window
1779080599.044927 yylex_token: end at WS
1779080599.044929 yylex_token: &
1779080599.044931 yylex_token: end at WS
1779080599.044933 yylex_token: confirm-before
1779080599.044937 yylex_token: end at WS
1779080599.044939 yylex_token: -pkill-window #W? (y/n)
1779080599.044942 yylex_token: end at WS
1779080599.044944 yylex_token: kill-window
1779080599.044947 cmd_parse_build_commands 0:0: bind
1779080599.044949 cmd_parse_build_commands 0:1: -N
1779080599.044951 cmd_parse_build_commands 0:2: Kill current window
1779080599.044953 cmd_parse_build_commands 0:3: &
1779080599.044955 cmd_parse_build_commands 0:4 0:0: confirm-before
1779080599.044958 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1779080599.044960 cmd_parse_build_commands 0:4 0:2: kill-window
1779080599.044963 cmd_parse_build_commands 0:0: confirm-before
1779080599.044965 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1779080599.044967 cmd_parse_build_commands 0:2: kill-window
1779080599.044970 args_parse_flags: next -pkill-window #W? (y/n)
1779080599.044973 args_parse_flag_argument: -p = kill-window #W? (y/n)
1779080599.044975 args_parse_flags: next kill-window
1779080599.044979 args_parse: flags end at 2 of 3
1779080599.044982 args_parse: 2 = kill-window (type STRING)
1779080599.044989 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1779080599.044991 args_parse_flags: next -N
1779080599.044993 args_parse_flag_argument: -N = Kill current window
1779080599.044995 args_parse_flags: next &
1779080599.044997 args_parse: flags end at 3 of 5
1779080599.044999 args_parse: 3 = & (type STRING)
1779080599.045005 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1779080599.045013 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1779080599.045017 cmdq_get_command: [bind-key/0x733020e9bc00] group 78
1779080599.045019 cmdq_append <global>: [bind-key/0x733020e9bc00]
1779080599.045022 yylex_token: end at WS
1779080599.045024 yylex_token: bind
1779080599.045026 yylex_token: end at WS
1779080599.045028 yylex_token: -N
1779080599.045032 yylex_token: end at WS
1779080599.045035 yylex_token: Prompt for window index to select
1779080599.045037 yylex_token: end at WS
1779080599.045043 yylex_token: '
1779080599.045046 yylex_token: end at WS
1779080599.045048 yylex_token: command-prompt
1779080599.045050 yylex_token: end at WS
1779080599.045052 yylex_token: -T
1779080599.045055 yylex_token: end at WS
1779080599.045057 yylex_token: window-target
1779080599.045059 yylex_token: end at WS
1779080599.045061 yylex_token: -pindex
1779080599.045064 yylex_token: end at WS
1779080599.045066 yylex_token: select-window
1779080599.045068 yylex_token: end at WS
1779080599.045070 yylex_token: -t
1779080599.045072 yylex_token: end at WS
1779080599.045074 yylex_token: :%%
1779080599.045080 cmd_parse_build_commands 0:0: bind
1779080599.045083 cmd_parse_build_commands 0:1: -N
1779080599.045085 cmd_parse_build_commands 0:2: Prompt for window index to select
1779080599.045087 cmd_parse_build_commands 0:3: '
1779080599.045090 cmd_parse_build_commands 0:4 0:0: command-prompt
1779080599.045092 cmd_parse_build_commands 0:4 0:1: -T
1779080599.045094 cmd_parse_build_commands 0:4 0:2: window-target
1779080599.045096 cmd_parse_build_commands 0:4 0:3: -pindex
1779080599.045098 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1779080599.045100 cmd_parse_build_commands 0:4 0:4 0:1: -t
1779080599.045102 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1779080599.045105 cmd_parse_build_commands 0:0: command-prompt
1779080599.045107 cmd_parse_build_commands 0:1: -T
1779080599.045109 cmd_parse_build_commands 0:2: window-target
1779080599.045111 cmd_parse_build_commands 0:3: -pindex
1779080599.045114 cmd_parse_build_commands 0:4 0:0: select-window
1779080599.045116 cmd_parse_build_commands 0:4 0:1: -t
1779080599.045117 cmd_parse_build_commands 0:4 0:2: :%%
1779080599.045120 cmd_parse_build_commands 0:0: select-window
1779080599.045122 cmd_parse_build_commands 0:1: -t
1779080599.045124 cmd_parse_build_commands 0:2: :%%
1779080599.045128 args_parse_flags: next -t
1779080599.045131 args_parse_flag_argument: -t = :%%
1779080599.045133 args_parse: flags end at 3 of 3
1779080599.045138 cmd_parse_build_commands: select-window -t ":%%"
1779080599.045140 args_parse_flags: next -T
1779080599.045143 args_parse_flag_argument: -T = window-target
1779080599.045145 args_parse_flags: next -pindex
1779080599.045147 args_parse_flag_argument: -p = index
1779080599.045149 args_parse: flags end at 4 of 5
1779080599.045153 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1779080599.045161 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1779080599.045163 args_parse_flags: next -N
1779080599.045166 args_parse_flag_argument: -N = Prompt for window index to select
1779080599.045168 args_parse_flags: next '
1779080599.045170 args_parse: flags end at 3 of 5
1779080599.045172 args_parse: 3 = ' (type STRING)
1779080599.045179 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1779080599.045196 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1779080599.045201 cmdq_get_command: [bind-key/0x733020e9bd00] group 86
1779080599.045204 cmdq_append <global>: [bind-key/0x733020e9bd00]
1779080599.045207 yylex_token: end at WS
1779080599.045209 yylex_token: bind
1779080599.045211 yylex_token: end at WS
1779080599.045213 yylex_token: -N
1779080599.045217 yylex_token: end at WS
1779080599.045219 yylex_token: Switch to previous client
1779080599.045221 yylex_token: end at WS
1779080599.045223 yylex_token: (
1779080599.045226 yylex_token: end at WS
1779080599.045228 yylex_token: switch-client
1779080599.045230 yylex_token: end at WS
1779080599.045232 yylex_token: -p
1779080599.045235 cmd_parse_build_commands 0:0: bind
1779080599.045237 cmd_parse_build_commands 0:1: -N
1779080599.045239 cmd_parse_build_commands 0:2: Switch to previous client
1779080599.045241 cmd_parse_build_commands 0:3: (
1779080599.045244 cmd_parse_build_commands 0:4 0:0: switch-client
1779080599.045246 cmd_parse_build_commands 0:4 0:1: -p
1779080599.045249 cmd_parse_build_commands 0:0: switch-client
1779080599.045255 cmd_parse_build_commands 0:1: -p
1779080599.045260 args_parse_flags: next -p
1779080599.045262 args_parse_flags: -p
1779080599.045264 args_parse: flags end at 2 of 2
1779080599.045268 cmd_parse_build_commands: switch-client -p
1779080599.045270 args_parse_flags: next -N
1779080599.045273 args_parse_flag_argument: -N = Switch to previous client
1779080599.045275 args_parse_flags: next (
1779080599.045276 args_parse: flags end at 3 of 5
1779080599.045278 args_parse: 3 = ( (type STRING)
1779080599.045282 args_parse: 4 = switch-client -p (type COMMANDS)
1779080599.045289 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1779080599.045292 cmdq_get_command: [bind-key/0x733020e9be00] group 98
1779080599.045294 cmdq_append <global>: [bind-key/0x733020e9be00]
1779080599.045297 yylex_token: end at WS
1779080599.045298 yylex_token: bind
1779080599.045301 yylex_token: end at WS
1779080599.045302 yylex_token: -N
1779080599.045306 yylex_token: end at WS
1779080599.045308 yylex_token: Switch to next client
1779080599.045310 yylex_token: end at WS
1779080599.045312 yylex_token: )
1779080599.045315 yylex_token: end at WS
1779080599.045317 yylex_token: switch-client
1779080599.045319 yylex_token: end at WS
1779080599.045320 yylex_token: -n
1779080599.045323 cmd_parse_build_commands 0:0: bind
1779080599.045325 cmd_parse_build_commands 0:1: -N
1779080599.045328 cmd_parse_build_commands 0:2: Switch to next client
1779080599.045330 cmd_parse_build_commands 0:3: )
1779080599.045332 cmd_parse_build_commands 0:4 0:0: switch-client
1779080599.045334 cmd_parse_build_commands 0:4 0:1: -n
1779080599.045337 cmd_parse_build_commands 0:0: switch-client
1779080599.045339 cmd_parse_build_commands 0:1: -n
1779080599.045343 args_parse_flags: next -n
1779080599.045345 args_parse_flags: -n
1779080599.045347 args_parse: flags end at 2 of 2
1779080599.045351 cmd_parse_build_commands: switch-client -n
1779080599.045353 args_parse_flags: next -N
1779080599.045355 args_parse_flag_argument: -N = Switch to next client
1779080599.045357 args_parse_flags: next )
1779080599.045359 args_parse: flags end at 3 of 5
1779080599.045361 args_parse: 3 = ) (type STRING)
1779080599.045364 args_parse: 4 = switch-client -n (type COMMANDS)
1779080599.045376 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1779080599.045380 cmdq_get_command: [bind-key/0x733020e9bf00] group 106
1779080599.045383 cmdq_append <global>: [bind-key/0x733020e9bf00]
1779080599.045386 yylex_token: end at WS
1779080599.045388 yylex_token: bind
1779080599.045390 yylex_token: end at WS
1779080599.045392 yylex_token: -N
1779080599.045395 yylex_token: end at WS
1779080599.045398 yylex_token: Rename current window
1779080599.045400 yylex_token: end at WS
1779080599.045402 yylex_token: ,
1779080599.045405 yylex_token: end at WS
1779080599.045407 yylex_token: command-prompt
1779080599.045409 yylex_token: end at WS
1779080599.045411 yylex_token: -I#W
1779080599.045414 yylex_token: end at WS
1779080599.045416 yylex_token: rename-window
1779080599.045418 yylex_token: end at WS
1779080599.045420 yylex_token: --
1779080599.045422 yylex_token: end at WS
1779080599.045424 yylex_token: %%
1779080599.045427 cmd_parse_build_commands 0:0: bind
1779080599.045429 cmd_parse_build_commands 0:1: -N
1779080599.045431 cmd_parse_build_commands 0:2: Rename current window
1779080599.045433 cmd_parse_build_commands 0:3: ,
1779080599.045436 cmd_parse_build_commands 0:4 0:0: command-prompt
1779080599.045438 cmd_parse_build_commands 0:4 0:1: -I#W
1779080599.045440 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1779080599.045442 cmd_parse_build_commands 0:4 0:2 0:1: --
1779080599.045444 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779080599.045447 cmd_parse_build_commands 0:0: command-prompt
1779080599.045449 cmd_parse_build_commands 0:1: -I#W
1779080599.045451 cmd_parse_build_commands 0:2 0:0: rename-window
1779080599.045453 cmd_parse_build_commands 0:2 0:1: --
1779080599.045455 cmd_parse_build_commands 0:2 0:2: %%
1779080599.045458 cmd_parse_build_commands 0:0: rename-window
1779080599.045464 cmd_parse_build_commands 0:1: --
1779080599.045466 cmd_parse_build_commands 0:2: %%
1779080599.045470 args_parse_flags: next --
1779080599.045473 args_parse: flags end at 2 of 3
1779080599.045475 args_parse: 2 = %% (type STRING)
1779080599.045479 cmd_parse_build_commands: rename-window "%%"
1779080599.045481 args_parse_flags: next -I#W
1779080599.045484 args_parse_flag_argument: -I = #W
1779080599.045486 args_parse: flags end at 2 of 3
1779080599.045489 args_parse: 2 = rename-window "%%" (type COMMANDS)
1779080599.045495 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1779080599.045498 args_parse_flags: next -N
1779080599.045500 args_parse_flag_argument: -N = Rename current window
1779080599.045502 args_parse_flags: next ,
1779080599.045504 args_parse: flags end at 3 of 5
1779080599.045506 args_parse: 3 = , (type STRING)
1779080599.045512 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1779080599.045520 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1779080599.045529 cmdq_get_command: [bind-key/0x733020eb5000] group 114
1779080599.045532 cmdq_append <global>: [bind-key/0x733020eb5000]
1779080599.045535 yylex_token: end at WS
1779080599.045537 yylex_token: bind
1779080599.045539 yylex_token: end at WS
1779080599.045541 yylex_token: -N
1779080599.045546 yylex_token: end at WS
1779080599.045548 yylex_token: Delete the most recent paste buffer
1779080599.045550 yylex_token: end at WS
1779080599.045552 yylex_token: -
1779080599.045555 yylex_token: end at WS
1779080599.045557 yylex_token: delete-buffer
1779080599.045560 cmd_parse_build_commands 0:0: bind
1779080599.045562 cmd_parse_build_commands 0:1: -N
1779080599.045565 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1779080599.045567 cmd_parse_build_commands 0:3: -
1779080599.045569 cmd_parse_build_commands 0:4 0:0: delete-buffer
1779080599.045573 cmd_parse_build_commands 0:0: delete-buffer
1779080599.045576 args_parse: flags end at 1 of 1
1779080599.045579 cmd_parse_build_commands: delete-buffer
1779080599.045581 args_parse_flags: next -N
1779080599.045584 args_parse_flag_argument: -N = Delete the most recent paste buffer
1779080599.045586 args_parse_flags: next -
1779080599.045588 args_parse: flags end at 3 of 5
1779080599.045590 args_parse: 3 = - (type STRING)
1779080599.045593 args_parse: 4 = delete-buffer (type COMMANDS)
1779080599.045600 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1779080599.045603 cmdq_get_command: [bind-key/0x733020eb5100] group 126
1779080599.045605 cmdq_append <global>: [bind-key/0x733020eb5100]
1779080599.045608 yylex_token: end at WS
1779080599.045610 yylex_token: bind
1779080599.045612 yylex_token: end at WS
1779080599.045614 yylex_token: -N
1779080599.045617 yylex_token: end at WS
1779080599.045623 yylex_token: Move the current window
1779080599.045625 yylex_token: end at WS
1779080599.045627 yylex_token: .
1779080599.045630 yylex_token: end at WS
1779080599.045632 yylex_token: command-prompt
1779080599.045635 yylex_token: end at WS
1779080599.045636 yylex_token: -T
1779080599.045639 yylex_token: end at WS
1779080599.045641 yylex_token: target
1779080599.045651 yylex_token: end at WS
1779080599.045654 yylex_token: move-window
1779080599.045656 yylex_token: end at WS
1779080599.045658 yylex_token: -t
1779080599.045660 yylex_token: end at WS
1779080599.045662 yylex_token: %%
1779080599.045665 cmd_parse_build_commands 0:0: bind
1779080599.045667 cmd_parse_build_commands 0:1: -N
1779080599.045669 cmd_parse_build_commands 0:2: Move the current window
1779080599.045671 cmd_parse_build_commands 0:3: .
1779080599.045673 cmd_parse_build_commands 0:4 0:0: command-prompt
1779080599.045675 cmd_parse_build_commands 0:4 0:1: -T
1779080599.045677 cmd_parse_build_commands 0:4 0:2: target
1779080599.045680 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1779080599.045682 cmd_parse_build_commands 0:4 0:3 0:1: -t
1779080599.045684 cmd_parse_build_commands 0:4 0:3 0:2: %%
1779080599.045696 cmd_parse_build_commands 0:0: command-prompt
1779080599.045698 cmd_parse_build_commands 0:1: -T
1779080599.045700 cmd_parse_build_commands 0:2: target
